casilla_id,anno,CLAVE_CASILLA,CLAVE_ACTA,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO,NOMBRE_DISTRITO,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,CASILLA,NUM_ACTA_IMPRESO,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PES,RSP,FXM,CI,PAN-PRI-PRD,PAN-PRI,PAN-PRD,PRI-PRD,PVEM-PT-MORENA,PVEM-PT,PVEM-MORENA,PT-MORENA,CANDIDATO/A NO REGISTRADO/A,VOTOS NULOS,TOTAL_VOTOS_CALCULADOS,LISTA_NOMINAL_CASILLA,OBSERVACIONES,MECANISMOS_TRASLADO,FECHA_HORA
DPFED-02156-edcf2c73bead417aae3710c88b366ddd,2021,'191964C0500',191964C0500105587,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1964,5,C,0,Urbana,2,300,53,2,8,0,89,45,1,1,2,0,0,0,0,0,0,0,0,0,0,3,504,732,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:54
DPFED-02157-f10200ca22484fa5ae1d5d9407ac6927,2021,'191964C0400',191964C0400105586,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1964,4,C,0,Urbana,2,274,42,0,7,5,108,45,1,0,2,0,0,0,0,0,0,0,0,0,0,4,488,732,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:23
DPFED-02158-b267ce01a23343d1bfeabbd6ddc266d4,2021,'191964C0300',191964C0300105585,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1964,3,C,0,Urbana,2,299,51,1,3,2,78,48,0,1,3,0,0,0,0,0,0,0,0,0,1,3,490,732,Recuento (Para recuento (SRA)),F-D,09/06/2021 16:06:16
DPFED-02159-37a9a2e393814fa68ab886e3a45a38e3,2021,'191964C0200',191964C0200105584,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1964,2,C,0,Urbana,2,291,51,0,2,0,80,55,2,0,1,0,0,0,0,0,0,0,0,0,1,1,484,732,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:50
DPFED-02160-49d89498c72646189ac6c9f04874dcb7,2021,'191965B0100',191965B0100107122,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1965,1,B,0,Urbana,2,171,28,1,5,3,57,40,0,2,2,0,0,0,0,0,0,0,0,0,0,8,317,510,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:10
DPFED-02161-90a30690d9ba4251b356b2cf9fb5cef3,2021,'191965C0100',191965C0100104561,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1965,1,C,0,Urbana,2,167,24,0,3,1,67,42,0,2,4,0,0,0,0,0,0,0,0,0,1,4,315,510,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:46
DPFED-02162-2b19b3b9848c42d6a7ec7d9acd6fc322,2021,'191965C0200',191965C0200104562,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1965,2,C,0,Urbana,2,165,20,1,2,5,50,36,1,1,0,0,0,0,0,0,0,0,0,0,0,8,289,510,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:49
DPFED-02163-aada4d0222ab4840b9e40d779faae718,2021,'191966B0100',191966B0100107123,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1966,1,B,0,Urbana,2,171,37,1,3,1,66,46,3,0,2,0,0,0,0,0,0,0,0,0,0,2,332,580,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:13
DPFED-02164-d67077efccf2425db3da705a03454c83,2021,'191966C0200',191966C0200104564,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1966,2,C,0,Urbana,2,186,32,1,4,4,57,39,3,0,3,0,0,0,0,0,0,0,0,0,0,8,337,580,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:04
DPFED-02165-ed42f719250a431f8ac6f58f2acb1baa,2021,'191966C0100',191966C0100104563,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1966,1,C,0,Urbana,2,168,22,0,7,3,63,43,0,2,1,0,0,0,0,0,0,0,0,0,0,8,317,580,Recuento (Para recuento (SRA)),F-D,09/06/2021 16:06:45
DPFED-02166-af3674836bac4daf9277153103431250,2021,'191966C0300',191966C0300104565,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1966,3,C,0,Urbana,2,154,36,1,10,2,69,39,0,4,2,0,0,0,0,0,0,0,0,0,0,7,324,580,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:16
DPFED-02167-e5d4c5f6e96a41d2a9e903fe86d4d509,2021,'191967B0100',191967B0100107124,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1967,1,B,0,Urbana,2,214,28,2,9,2,75,88,1,3,4,0,0,0,0,0,0,0,0,0,0,3,429,733,Recuento (Para recuento (SRA)),F-D,09/06/2021 16:06:55
DPFED-02168-3e989f6026f84da18e566e0a62d187fd,2021,'191967C0100',191967C0100104568,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1967,1,C,0,Urbana,2,226,30,1,6,4,62,75,5,0,4,0,0,0,0,0,0,0,0,0,0,6,419,732,Recuento (Para recuento (SRA)),F-D,09/06/2021 22:06:35
DPFED-02169-60970d934b504bddb74e39558a929f99,2021,'191968B0100',191968B0100107125,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1968,1,B,0,Urbana,2,170,30,1,4,4,85,76,2,1,3,0,0,0,0,0,0,0,0,0,1,10,387,718,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:44
DPFED-02170-12c27ccfcf0047de89c2b11843338524,2021,'191968C0100',191968C0100104570,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1968,1,C,0,Urbana,2,181,30,1,9,6,74,79,2,1,2,0,0,0,0,0,0,0,0,0,0,4,389,718,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:58
DPFED-02171-3fb998c2e26e4230a83b9c299470df21,2021,'191969B0100',191969B0100107126,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1969,1,B,0,Urbana,2,181,30,1,3,4,50,55,3,1,3,0,0,0,0,0,0,0,0,0,0,8,339,554,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:40
DPFED-02172-e63d9855a7a449019a6d8b71dd53dfa0,2021,'191969C0100',191969C0100104571,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1969,1,C,0,Urbana,2,186,25,1,6,2,44,55,4,0,0,0,0,0,0,0,0,0,0,0,0,7,330,554,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:35
DPFED-02173-983c73bb0b07488d8ee5b1f7727e3a71,2021,'191969C0200',191969C0200104572,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1969,2,C,0,Urbana,2,172,27,1,7,6,56,62,1,4,0,0,0,0,0,0,0,0,0,0,0,9,345,553,Recuento (Para recuento (SRA)),F-D,09/06/2021 21:06:35
DPFED-02174-b09ffcd151144f7990736d60943a02b8,2021,'191970B0100',191970B0100107127,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1970,1,B,0,Urbana,2,181,17,4,8,2,60,64,0,2,3,0,0,0,0,0,0,0,0,0,0,8,349,592,Recuento (Para recuento (SRA)),F-D,09/06/2021 22:06:46
DPFED-02175-f572d3eb7631480b8550088d43297893,2021,'191970C0100',191970C0100104573,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1970,1,C,0,Urbana,2,163,15,2,6,3,71,63,1,1,1,0,0,0,0,0,0,0,0,0,0,10,336,592,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:49
DPFED-02176-4d275be4ee3f4c2abffdb6f0ebeba906,2021,'191970C0200',191970C0200104574,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1970,2,C,0,Urbana,2,176,23,2,12,4,68,50,1,2,2,0,0,0,0,0,0,0,0,0,0,9,349,591,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:11
DPFED-02177-06c52dc50c564f5f8dcd9d731d24ec49,2021,'191971B0100',191971B0100107128,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1971,1,B,0,Urbana,2,166,29,2,4,4,55,39,3,0,2,0,0,0,0,0,0,0,0,0,0,4,308,528,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:31
DPFED-02178-733bbe46a67b484ba5af7161583ccba9,2021,'191971C0100',191971C0100104575,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1971,1,C,0,Urbana,2,116,33,1,2,5,55,42,2,1,2,0,0,0,0,0,0,0,0,0,0,6,265,528,Recuento (Para recuento (SRA)),F-D,09/06/2021 18:06:42
DPFED-02179-9b64ce6fa58f4dc08e911e8fb8dd1a50,2021,'191971C0200',191971C0200104576,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1971,2,C,0,Urbana,2,148,29,1,3,8,52,50,1,3,1,0,0,0,0,0,0,0,0,0,0,4,300,528,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:06
DPFED-02180-68e230afc7364298a7142cb5da757b45,2021,'191972B0100',191972B0100107129,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1972,1,B,0,Urbana,2,230,36,0,3,5,83,59,3,2,1,0,0,0,0,0,0,0,0,0,0,15,437,724,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:15
DPFED-02181-ce23a8de935446cc80588fb6a078cb14,2021,'191972C0100',191972C0100104577,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1972,1,C,0,Urbana,2,237,26,0,5,8,77,58,5,0,3,0,0,0,0,0,0,0,0,0,0,13,432,724,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:33
DPFED-02182-f643a6a388a1462aa696753fca307a79,2021,'191973B0100',191973B0100107130,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1973,1,B,0,Urbana,2,152,27,0,6,1,50,53,0,0,2,0,0,0,0,0,0,0,0,0,0,7,298,535,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:22
DPFED-02183-768314cc0ca145e092547c1c19b5a511,2021,'191973C0200',191973C0200104579,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1973,2,C,0,Urbana,2,128,23,2,2,4,49,64,4,1,1,0,0,0,0,0,0,0,0,0,0,7,285,535,Recuento (Para recuento (SRA)),F-D,09/06/2021 18:06:34
DPFED-02184-4949b8befc374b698e400ea0d619ca99,2021,'191973C0100',191973C0100104578,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1973,1,C,0,Urbana,2,142,20,1,4,2,59,59,3,1,1,0,0,0,0,0,0,0,0,0,0,7,299,535,Recuento (Para recuento (SRA)),F-D,09/06/2021 17:06:12
DPFED-02185-1ea03f384bb9484784d6d543a2028fa1,2021,'191974B0100',191974B0100107131,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1974,1,B,0,Urbana,2,261,37,0,6,4,80,56,3,2,3,0,0,0,0,0,0,0,0,0,0,3,455,689,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:24
DPFED-02186-a5a3684e573e4b8aa3178b19e69b1850,2021,'191974C0100',191974C0100104580,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1974,1,C,0,Urbana,2,282,42,3,2,8,64,50,1,2,1,0,0,0,0,0,0,0,0,0,0,6,461,689,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:52
DPFED-02187-b8cf8da40b744cc6a3c45e1bb883c302,2021,'191974C0200',191974C0200104581,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1974,2,C,0,Urbana,2,269,46,1,3,1,69,41,2,1,2,0,0,0,0,0,0,0,0,0,0,4,439,689,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:54
DPFED-02188-1aad99850de744559d1bf8d6c8a4dbf2,2021,'191974C0300',191974C0300104582,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1974,3,C,0,Urbana,2,270,45,6,6,5,82,44,4,1,1,0,0,0,0,0,0,0,0,0,0,8,472,689,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:30
DPFED-02189-2959594706844c05a3259be0217c5544,2021,'191974C0600',191974C0600104585,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1974,6,C,0,Urbana,2,275,47,1,2,7,72,49,1,3,1,0,0,0,0,0,0,0,0,0,0,0,458,689,Recuento (Para recuento (SRA)),F-D,09/06/2021 22:06:29
DPFED-02190-be1439ade4024732ab33788487f2a851,2021,'191974C0400',191974C0400104583,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1974,4,C,0,Urbana,2,263,41,2,3,1,80,50,1,1,1,0,0,0,0,0,0,0,0,0,0,3,446,689,Cotejo (Levantada en Casilla),F-D,09/06/2021 14:06:15
DPFED-02191-5d9696a4bd484787bc21b2bd1874804a,2021,'191974C0500',191974C0500104584,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1974,5,C,0,Urbana,2,296,42,2,1,2,83,45,0,0,2,0,0,0,0,0,0,0,0,0,0,3,476,689,Recuento (Para recuento (SRA)),F-D,09/06/2021 18:06:17
DPFED-02192-3ca709de315b4a9698003a35e001121e,2021,'191975B0100',191975B0100107132,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1975,1,B,0,Urbana,2,193,21,0,7,3,48,44,1,2,2,0,0,0,0,0,0,0,0,0,0,4,325,545,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:49
DPFED-02193-c5e39549d86b459eab0c7251f3cab8aa,2021,'191975C0200',191975C0200104587,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1975,2,C,0,Urbana,2,181,23,0,5,0,49,52,4,0,1,0,0,0,0,0,0,0,0,0,0,3,318,545,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:29
DPFED-02194-d2f01e5f468c4c27ad71b6fbd466dd80,2021,'191975C0100',191975C0100104586,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1975,1,C,0,Urbana,2,156,22,1,0,5,62,38,5,2,2,0,0,0,0,0,0,0,0,0,0,10,303,545,Recuento (Para recuento (SRA)),F-D,09/06/2021 18:06:47
DPFED-02195-dd321782b68d4d428b4226ac2310499e,2021,'191976B0100',191976B0100107133,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1976,1,B,0,Urbana,2,165,36,1,5,0,51,50,3,0,1,0,0,0,0,0,0,0,0,0,0,6,318,533,Recuento (Para recuento (SRA)),F-D,09/06/2021 18:06:11
DPFED-02196-56ed049a309f4a01bb26b5b0e81f98a0,2021,'191976C0100',191976C0100104590,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1976,1,C,0,Urbana,2,158,25,0,3,3,50,56,3,2,2,0,0,0,0,0,0,0,0,0,0,10,312,532,Recuento (Para recuento (SRA)),F-D,09/06/2021 18:06:24
DPFED-02197-5c39c63c6104463e8dafc5071f4163db,2021,'191976C0200',191976C0200104591,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1976,2,C,0,Urbana,2,150,34,0,4,1,70,49,3,1,3,0,0,0,0,0,0,0,0,0,0,8,323,532,Recuento (Para recuento (SRA)),F-D,09/06/2021 18:06:11
DPFED-02198-ef1d6a042a764aacbbf95b5f64975e81,2021,'191977B0100',191977B0100107134,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1977,1,B,0,Urbana,2,197,33,3,5,2,70,42,3,3,3,0,0,0,0,0,0,0,0,0,0,6,367,707,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:56
DPFED-02199-ac41e75388f541a7831684ce6115d6e3,2021,'191977C0100',191977C0100104592,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1977,1,C,0,Urbana,2,203,39,2,4,2,63,47,1,1,6,0,0,0,0,0,0,0,0,0,0,3,371,707,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:20
DPFED-02200-f37fb6ce38f84b42be64e890d71da0ff,2021,'191977C0200',191977C0200104593,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1977,2,C,0,Urbana,2,167,45,1,7,2,87,55,2,3,5,0,0,0,0,0,0,0,0,0,0,7,381,706,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:27
DPFED-02201-2306f5739ef6406098d32e5f47c3560a,2021,'191977C0300',191977C0300104594,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1977,3,C,0,Urbana,2,188,33,1,6,6,80,45,1,3,5,0,0,0,0,0,0,0,0,0,0,10,378,706,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:52
DPFED-02202-7a9292a7bd0449a9972309ffc0914b69,2021,'191977C0400',191977C0400104595,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1977,4,C,0,Urbana,2,196,34,1,3,2,73,60,1,2,3,0,0,0,0,0,0,0,0,0,0,15,390,706,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:43
DPFED-02203-18efbfadec21416b829f0734f90e671a,2021,'191978B0100',191978B0100107135,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1978,1,B,0,Urbana,2,273,49,2,3,2,70,54,1,2,6,0,0,0,0,0,0,0,0,0,0,3,465,748,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:02
DPFED-02204-fcb282c60d3242068956a92619f83a99,2021,'191978C0100',191978C0100104596,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1978,1,C,0,Urbana,2,230,63,2,6,1,78,59,4,2,5,0,0,0,0,0,0,0,0,0,0,6,456,748,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:40
DPFED-02205-12221114f27c47c79e0256ad2fe1a81b,2021,'191978C0200',191978C0200104597,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1978,2,C,0,Urbana,2,255,55,2,1,0,82,66,0,1,4,0,0,0,0,0,0,0,0,0,0,6,472,748,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:08
DPFED-02206-f6319854d3294c4e837626fc502669d4,2021,'191978C0300',191978C0300104750,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1978,3,C,0,Urbana,2,246,56,2,3,4,81,48,3,1,1,0,0,0,0,0,0,0,0,0,1,4,450,748,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:57
DPFED-02207-afb86846c9a144579e7577e1251d8e0b,2021,'191978C0400',191978C0400104751,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1978,4,C,0,Urbana,2,284,57,3,2,5,79,56,3,0,4,0,0,0,0,0,0,0,0,0,0,3,496,748,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:26
DPFED-02208-4eb0824fc984441f82704ad53a5e5586,2021,'191978C0500',191978C0500104752,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1978,5,C,0,Urbana,2,236,62,1,3,2,101,51,1,1,2,0,0,0,0,0,0,0,0,0,0,9,469,747,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:19
DPFED-02209-f64279258f854a8e954110dc543661e4,2021,'191978S0100',191978S0100591,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1978,1,S,0,Urbana,2EMR,17,7,0,0,0,15,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,51,0,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:45
DPFED-02210-8d62f3b0248c45de8569e899e16c9abf,2021,'191978S0100',191978S0100108922,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1978,1,S,0,Urbana,2ERP,168,85,0,9,1,114,60,6,1,2,0,0,0,0,0,0,0,0,0,0,5,451,0,Cotejo (Levantada en Consejo Distrital),F-D,09/06/2021 23:06:29
DPFED-02211-9f6894f08e754ce7be55d375ed5f02aa,2021,'191979B0100',191979B0100107288,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1979,1,B,0,Urbana,2,149,30,2,8,4,72,71,0,1,4,0,0,0,0,0,0,0,0,0,0,11,352,736,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:41
DPFED-02212-35fc6c6ec5584fa6a34930b8a6c0ee40,2021,'191979C0100',191979C0100104753,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1979,1,C,0,Urbana,2,134,41,1,11,3,77,73,3,0,2,0,0,0,0,0,0,0,0,0,0,7,352,735,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:11
DPFED-02213-22b6d535543e4a6a99fb195cffcfe80f,2021,'191980B0100',191980B0100107289,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1980,1,B,0,Urbana,2,138,73,3,4,3,67,53,1,1,4,0,0,0,0,0,0,0,0,0,0,9,356,746,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:37
DPFED-02214-e4c4f5fe057c4769a192849cf971479f,2021,'191980C0100',191980C0100104754,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1980,1,C,0,Urbana,2,138,48,1,6,8,101,60,3,3,3,0,0,0,0,0,0,0,0,0,0,17,388,746,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:07
DPFED-02215-5c1e56cd97d440299f6f8d87b9f232ef,2021,'191981B0100',191981B0100107290,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1981,1,B,0,Urbana,2,98,33,1,4,0,43,32,2,1,2,0,0,0,0,0,0,0,0,0,0,5,221,397,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:00
DPFED-02216-9e9c0a531a4d415c8491ac086e94f9e2,2021,'191981C0100',191981C0100104755,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1981,1,C,0,Urbana,2,112,27,3,6,7,45,34,4,1,1,0,0,0,0,0,0,0,0,0,0,4,244,397,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:41
DPFED-02217-806b309c3a954789a1252a910dc1b7d3,2021,'191982B0100',191982B0100107291,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1982,1,B,0,Urbana,2,175,33,1,2,2,42,37,1,0,5,0,0,0,0,0,0,0,0,0,0,4,302,425,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:55
DPFED-02218-c56eab8acc40472da1e70083b9f4ae3d,2021,'191982C0100',191982C0100104756,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1982,1,C,0,Urbana,2,171,32,1,0,1,44,27,1,0,2,0,0,0,0,0,0,0,0,0,0,4,283,424,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:44
DPFED-02219-fe231fa651cf4388a9f9d515de5b9ce9,2021,'191983B0100',191983B0100107292,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1983,1,B,0,Urbana,2,291,44,1,3,4,70,47,3,2,3,0,0,0,0,0,0,0,0,0,0,6,474,742,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:02
DPFED-02220-efb614285d4c4587aff9001fc7f6bf02,2021,'191983C0100',191983C0100104757,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1983,1,C,0,Urbana,2,292,50,2,4,10,83,57,2,3,2,0,0,0,0,0,0,0,0,0,1,6,512,742,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:34
DPFED-02221-9164bbb68d2f46c29f275527edb8bcd0,2021,'191983C0200',191983C0200104758,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1983,2,C,0,Urbana,2,267,41,0,4,1,71,54,1,0,1,0,0,0,0,0,0,0,0,0,0,3,443,742,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:50
DPFED-02222-38988fca14bb426bb54bd9fab71c579f,2021,'191984B0100',191984B0100107293,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1984,1,B,0,Urbana,2,194,37,0,4,1,67,44,2,4,2,0,0,0,0,0,0,0,0,0,0,10,365,557,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:15
DPFED-02223-e08585c9d4bb4f16b8e2c0601a802c76,2021,'191984C0100',191984C0100104759,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1984,1,C,0,Urbana,2,197,43,0,3,4,67,29,1,2,3,0,0,0,0,0,0,0,0,0,0,4,353,557,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:48
DPFED-02224-8d3da3824bed4be48fe5e0771d06cbb6,2021,'191984C0200',191984C0200104760,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1984,2,C,0,Urbana,2,207,29,1,3,4,68,43,4,2,1,0,0,0,0,0,0,0,0,0,0,0,362,557,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:49
DPFED-02225-d0729ecda1bc44ce9e0904dba6e8a66b,2021,'191985B0100',191985B0100107294,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1985,1,B,0,Urbana,2,174,36,1,3,3,58,38,0,3,1,0,0,0,0,0,0,0,0,0,0,13,330,527,Recuento (Para recuento (SRA)),F-D,09/06/2021 19:06:23
DPFED-02226-ac1e223928c9490faf39637040693dee,2021,'191985C0100',191985C0100104761,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1985,1,C,0,Urbana,2,157,34,0,3,3,58,38,2,2,6,0,0,0,0,0,0,0,0,0,0,8,311,527,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:24
DPFED-02227-ad34833bb54b49f5985bcb3580061eb5,2021,'191985C0200',191985C0200104762,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1985,2,C,0,Urbana,2,145,23,1,6,1,61,61,1,2,1,0,0,0,0,0,0,0,0,0,0,6,308,526,Recuento (Para recuento (SRA)),F-D,09/06/2021 20:06:27
DPFED-02228-7cf3ddf96ddf49468596ded805d9b9da,2021,'191986B0100',191986B0100107295,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1986,1,B,0,Urbana,2,109,33,1,4,5,29,36,3,0,3,0,0,0,0,0,0,0,0,0,0,5,228,400,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:50
DPFED-02229-5cc2cd55443f462d88ef71c5f0d73a09,2021,'191987B0100',191987B0100107296,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1987,1,B,0,Urbana,2,194,38,0,7,6,60,57,0,4,2,0,0,0,0,0,0,0,0,0,0,4,372,629,Recuento (Para recuento (SRA)),F-D,09/06/2021 20:06:46
DPFED-02230-89c44eaf6bda4c21a69bfbb556756788,2021,'191987C0100',191987C0100104763,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1987,1,C,0,Urbana,2,160,36,3,4,3,75,54,4,2,5,0,0,0,0,0,0,0,0,0,0,15,361,628,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:49
DPFED-02231-7a71de67f6844fabb89c4c66bd560d85,2021,'191988B0100',191988B0100107297,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1988,1,B,0,Urbana,2,126,34,2,6,4,64,50,2,0,1,0,0,0,0,0,0,0,0,0,0,3,292,514,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:22
DPFED-02232-f582440356504b9b8bf4c62f20aa3854,2021,'191988C0100',191988C0100104764,19,NUEVO LEÓN,4,SAN NICOLAS DE LOS GARZA,1988,1,C,0,Urbana,2,124,37,0,5,2,55,59,0,1,0,0,0,0,0,0,0,0,0,0,0,11,294,513,Cotejo (Levantada en Casilla),F-D,09/06/2021 15:06:14
